,Unnamed: 0,rooms,type,price,date,distance,bedrooms,bathrooms,car,land_area,building_area,year_built,council_area,region,month,quarter
4190,9677,2,h,695000.0,2017-06-17,11.4,2.0,1.0,1.0,126.0,75.45,1970.0,Glen Eira,Southern,Jun,Q2
4193,9683,3,h,1199000.0,2017-06-17,8.5,3.0,2.0,4.0,689.0,165.5,1950.0,Moreland,Northern,Jun,Q2
4194,9686,3,t,1388000.0,2017-06-17,3.5,3.0,2.0,2.0,104.0,146.0,2015.0,Port Phillip,Southern,Jun,Q2
4195,9693,4,h,2300000.0,2017-06-17,4.6,4.0,2.0,2.0,291.0,263.5,1890.0,Stonnington,Southern,Jun,Q2
4196,9696,4,h,840000.0,2017-06-17,8.4,4.0,1.0,1.0,313.0,113.0,1950.0,Darebin,Northern,Jun,Q2
4197,9697,3,u,510000.0,2017-06-17,12.0,3.0,1.0,1.0,178.0,100.0,2009.0,Darebin,Northern,Jun,Q2
4198,9701,3,h,780000.0,2017-06-17,12.0,3.0,1.0,2.0,893.0,103.0,1940.0,Darebin,Northern,Jun,Q2
4199,9703,3,t,1255000.0,2017-06-17,2.4,3.0,2.0,1.0,124.0,123.0,2008.0,Yarra,Northern,Jun,Q2
4200,9704,2,h,1275000.0,2017-06-17,2.4,2.0,1.0,1.0,110.0,72.0,1890.0,Yarra,Northern,Jun,Q2
4201,9705,3,h,1120000.0,2017-06-17,2.4,3.0,2.0,2.0,134.0,149.0,2007.0,Yarra,Northern,Jun,Q2
4202,9706,3,h,1190000.0,2017-06-17,2.4,3.0,2.0,1.0,105.0,110.0,1997.0,Yarra,Northern,Jun,Q2
4203,9708,3,h,1425000.0,2017-06-17,2.4,3.0,3.0,3.0,81.0,81.0,2000.0,Yarra,Northern,Jun,Q2
4204,9712,4,h,1175000.0,2017-06-17,21.3,4.0,2.0,1.0,842.0,135.0,1960.0,Maroondah,Eastern,Jun,Q2
4205,9713,3,h,755000.0,2017-06-17,19.9,3.0,2.0,2.0,306.0,127.0,1997.0,Maroondah,Eastern,Jun,Q2
4209,9730,3,t,460000.0,2017-06-17,14.0,3.0,1.0,1.0,160.0,129.0,2000.0,Brimbank,Western,Jun,Q2
4210,9731,3,h,610000.0,2017-06-17,14.0,3.0,1.0,1.0,582.0,116.0,1960.0,Brimbank,Western,Jun,Q2
4211,9733,3,u,500000.0,2017-06-17,14.0,3.0,1.0,1.0,388.0,95.0,1992.0,Brimbank,Western,Jun,Q2
4212,9734,2,u,615000.0,2017-06-17,5.0,2.0,1.0,1.0,1123.0,84.0,1920.0,Port Phillip,Southern,Jun,Q2
4213,9735,3,h,455000.0,2017-06-17,31.7,3.0,1.0,6.0,639.0,120.0,1990.0,Hume,Western,Jun,Q2
4214,9737,3,h,810000.0,2017-06-17,10.5,3.0,1.0,2.0,459.0,114.0,1970.0,Brimbank,Western,Jun,Q2
4215,9738,3,h,805000.0,2017-06-17,10.5,3.0,1.0,2.0,631.0,115.0,1965.0,Brimbank,Western,Jun,Q2
4216,9740,2,u,807000.0,2017-06-17,10.2,2.0,1.0,1.0,1501.0,84.0,1960.0,Boroondara,Southern,Jun,Q2
4217,9742,3,h,471000.0,2017-06-17,18.0,3.0,2.0,1.0,338.0,114.0,2000.0,Brimbank,Western,Jun,Q2
4218,9743,3,h,558000.0,2017-06-17,18.0,3.0,2.0,2.0,431.0,431.0,2008.0,Melton,Western,Jun,Q2
4219,9744,5,h,780000.0,2017-06-17,15.5,5.0,2.0,2.0,663.0,230.0,1996.0,Brimbank,Western,Jun,Q2
4221,9747,3,h,1240000.0,2017-06-17,12.4,3.0,2.0,1.0,673.0,150.0,1965.0,Manningham,Eastern,Jun,Q2
4222,9753,4,h,1050000.0,2017-06-17,17.2,4.0,2.0,2.0,651.0,187.0,1975.0,Whitehorse,Eastern,Jun,Q2
4223,9755,3,h,940000.0,2017-06-17,8.9,3.0,2.0,2.0,541.0,540.0,1960.0,Banyule,Eastern,Jun,Q2
4224,9761,3,h,830000.0,2017-06-17,14.7,3.0,2.0,2.0,1025.0,195.0,1970.0,Wyndham,Western,Jun,Q2
4225,9764,3,h,855000.0,2017-06-24,3.0,3.0,2.0,1.0,92.0,116.0,2004.0,Yarra,Northern,Jun,Q2
4226,9769,2,u,685000.0,2017-06-24,3.0,2.0,1.0,0.0,324.0,58.0,1930.0,Port Phillip,Southern,Jun,Q2
4227,9772,1,h,330000.0,2017-06-24,5.7,1.0,1.0,1.0,60.0,40.0,1970.0,Yarra,Northern,Jun,Q2
4228,9776,3,h,1010000.0,2017-06-24,4.3,3.0,2.0,1.0,150.0,125.0,1990.0,Moonee Valley,Western,Jun,Q2
4229,9778,3,h,990000.0,2017-06-24,4.3,3.0,1.0,0.0,196.0,102.0,1900.0,Moonee Valley,Western,Jun,Q2
4230,9784,4,h,773000.0,2017-06-24,9.5,4.0,2.0,2.0,344.0,235.0,2004.0,Moonee Valley,Western,Jun,Q2
4232,9788,5,h,3200000.0,2017-06-24,9.7,5.0,3.0,2.0,836.0,168.0,1970.0,Boroondara,Southern,Jun,Q2
4236,9796,4,h,1815000.0,2017-06-24,13.8,4.0,3.0,2.0,933.0,107.0,1960.0,Glen Eira,Southern,Jun,Q2
4237,9797,3,h,1225000.0,2017-06-24,13.8,3.0,1.0,2.0,580.0,129.0,1950.0,Glen Eira,Southern,Jun,Q2
4239,9799,3,h,880000.0,2017-06-24,13.4,3.0,1.0,1.0,335.0,110.0,1960.0,Whitehorse,Eastern,Jun,Q2
4240,9802,3,h,1264000.0,2017-06-24,13.4,3.0,1.0,2.0,579.0,126.0,1960.0,Whitehorse,Eastern,Jun,Q2
4241,9805,2,h,570000.0,2017-06-24,8.6,2.0,1.0,2.0,567.0,74.0,1950.0,Maribyrnong,Western,Jun,Q2
4242,9806,3,h,2655000.0,2017-06-24,10.5,3.0,2.0,2.0,697.0,183.0,1991.0,Bayside,Southern,Jun,Q2
4244,9809,4,h,2525000.0,2017-06-24,10.3,4.0,2.0,2.0,725.0,300.0,2000.0,Bayside,Southern,Jun,Q2
4245,9810,3,h,1300000.0,2017-06-24,10.3,3.0,1.0,2.0,684.0,77.0,1940.0,Bayside,Southern,Jun,Q2
4246,9811,3,h,1275000.0,2017-06-24,5.2,3.0,1.0,1.0,406.0,156.0,1900.0,Moreland,Northern,Jun,Q2
4247,9814,3,h,1204000.0,2017-06-24,5.2,3.0,1.0,0.0,186.0,101.0,1890.0,Moreland,Northern,Jun,Q2
4248,9816,4,h,1268000.0,2017-06-24,5.2,4.0,2.0,2.0,645.0,217.0,1950.0,Moreland,Northern,Jun,Q2
4249,9817,3,h,1445000.0,2017-06-24,5.2,3.0,1.0,2.0,613.0,112.0,1950.0,Moreland,Northern,Jun,Q2
4250,9825,3,h,1000000.0,2017-06-24,1.6,3.0,1.0,0.0,96.0,80.0,1910.0,Melbourne,Northern,Jun,Q2
4251,9831,5,h,1150000.0,2017-06-24,14.8,5.0,5.0,4.0,688.0,490.0,2006.0,Melton,Western,Jun,Q2
4252,9834,4,h,1700000.0,2017-06-24,8.7,4.0,2.0,2.0,627.0,185.0,1925.0,Glen Eira,Southern,Jun,Q2
4254,9837,3,h,800000.0,2017-06-24,17.9,3.0,1.0,1.0,366.0,121.0,1970.0,Kingston,Southern,Jun,Q2
4255,9838,3,h,877000.0,2017-06-24,17.9,3.0,1.0,2.0,533.0,135.0,1965.0,Kingston,Southern,Jun,Q2
4256,9840,3,h,900000.0,2017-06-24,17.9,3.0,1.0,2.0,537.0,120.0,1965.0,Kingston,Southern,Jun,Q2
4258,9845,4,h,1020000.0,2017-06-24,6.7,4.0,2.0,2.0,441.0,255.0,2002.0,Moreland,Northern,Jun,Q2
4259,9846,2,h,996000.0,2017-06-24,6.7,2.0,1.0,1.0,476.0,97.0,1930.0,Moreland,Northern,Jun,Q2
4260,9847,2,h,1095000.0,2017-06-24,2.0,2.0,1.0,0.0,151.0,88.0,1900.0,Yarra,Northern,Jun,Q2
4262,9849,4,h,492000.0,2017-06-24,20.6,4.0,2.0,2.0,479.0,166.0,2009.0,Hume,Northern,Jun,Q2
4263,9850,3,h,425000.0,2017-06-24,20.6,3.0,2.0,2.0,263.0,165.0,2008.0,Hume,Northern,Jun,Q2
4264,9853,4,h,860000.0,2017-06-24,23.0,4.0,3.0,2.0,907.0,170.0,1970.0,Maroondah,Eastern,Jun,Q2
4267,9867,3,h,967500.0,2017-06-24,18.0,3.0,1.0,2.0,768.0,122.0,1985.0,Nillumbik,Eastern,Jun,Q2
4268,9868,4,h,890000.0,2017-06-24,18.0,4.0,2.0,2.0,786.0,206.0,1980.0,Nillumbik,Eastern,Jun,Q2
4269,9869,3,h,1800000.0,2017-06-24,7.2,3.0,2.0,2.0,188.0,185.0,2010.0,Port Phillip,Southern,Jun,Q2
4270,9873,3,u,930000.0,2017-06-24,7.5,3.0,2.0,1.0,223.0,146.0,2002.0,Moonee Valley,Western,Jun,Q2
4272,9877,3,h,650000.0,2017-06-24,13.1,3.0,1.0,4.0,616.0,94.0,1960.0,Moreland,Northern,Jun,Q2
4273,9878,2,u,700000.0,2017-06-24,2.1,2.0,1.0,1.0,470.0,65.0,2007.0,Yarra,Northern,Jun,Q2
4276,9894,3,h,512000.0,2017-06-24,11.2,3.0,1.0,2.0,197.0,96.0,2003.0,Moreland,Northern,Jun,Q2
4277,9898,3,h,895000.0,2017-06-24,16.1,3.0,2.0,2.0,1036.0,132.0,1954.0,Banyule,Northern,Jun,Q2
4278,9900,5,h,880000.0,2017-06-24,16.1,4.0,3.0,2.0,789.0,290.0,1980.0,Banyule,Northern,Jun,Q2
4279,9901,4,h,925000.0,2017-06-24,16.1,4.0,2.0,2.0,1070.0,190.0,1980.0,Banyule,Northern,Jun,Q2
4280,9903,4,h,715000.0,2017-06-24,20.4,4.0,2.0,2.0,680.0,230.0,2011.0,Hume,Northern,Jun,Q2
4281,9904,4,h,840500.0,2017-06-24,20.4,4.0,2.0,2.0,494.0,298.21,2014.0,Hume,Northern,Jun,Q2
4282,9909,2,t,1285000.0,2017-06-24,13.8,2.0,1.0,1.0,348.0,100.0,1992.0,Bayside,Southern,Jun,Q2
4283,9912,3,u,957000.0,2017-06-24,13.8,3.0,2.0,2.0,254.0,113.0,1994.0,Bayside,Southern,Jun,Q2
4284,9916,3,h,2370000.0,2017-06-24,5.3,3.0,2.0,1.0,362.0,188.0,1890.0,Boroondara,Southern,Jun,Q2
4285,9918,2,h,1682000.0,2017-06-24,5.3,2.0,1.0,1.0,264.0,97.0,1910.0,Boroondara,Southern,Jun,Q2
4286,9924,3,h,660000.0,2017-06-24,18.0,3.0,2.0,2.0,666.0,193.0,2002.0,Melton,Western,Jun,Q2
4287,9928,3,t,975000.0,2017-06-24,7.8,3.0,2.0,1.0,103.0,120.0,1997.0,Banyule,Eastern,Jun,Q2
4288,9931,4,h,670000.0,2017-06-24,15.5,4.0,2.0,2.0,713.0,164.0,1982.0,Brimbank,Western,Jun,Q2
4289,9943,3,h,560000.0,2017-06-24,16.3,3.0,1.0,1.0,364.0,165.0,1985.0,Whittlesea,Northern,Jun,Q2
4290,9944,2,h,511500.0,2017-06-24,16.3,2.0,1.0,2.0,416.0,93.0,1960.0,Whittlesea,Northern,Jun,Q2
4292,9948,4,h,3600000.0,2017-06-24,8.4,4.0,3.0,2.0,552.0,355.0,2015.0,Stonnington,Southern,Jun,Q2
4293,9949,3,t,815000.0,2017-06-24,4.3,3.0,2.0,2.0,198.0,130.0,1990.0,Maribyrnong,Western,Jun,Q2
4294,9951,3,h,467000.0,2017-06-24,17.4,3.0,1.0,1.0,565.0,98.0,1975.0,Hume,Northern,Jun,Q2
4296,9956,2,h,428000.0,2017-06-24,17.9,2.0,1.0,1.0,389.0,104.0,2005.0,Whittlesea,Northern,Jun,Q2
4297,9957,4,h,722500.0,2017-06-24,17.9,4.0,2.0,2.0,643.0,169.5,2001.0,Whittlesea,Northern,Jun,Q2
4298,9958,2,h,421000.0,2017-06-24,17.9,2.0,1.0,1.0,257.0,83.0,1985.0,Whittlesea,Northern,Jun,Q2
4300,9962,1,u,286000.0,2017-06-24,6.2,1.0,1.0,1.0,114.0,42.2,1970.0,Moonee Valley,Western,Jun,Q2
4305,9977,4,h,1920000.0,2017-06-24,10.1,4.0,1.0,2.0,718.0,181.0,1920.0,Glen Eira,Southern,Jun,Q2
4306,9980,3,h,1230000.0,2017-06-24,6.2,3.0,1.0,1.0,396.0,123.0,1900.0,Hobsons Bay,Western,Jun,Q2
4307,9981,3,h,1220000.0,2017-06-24,6.2,3.0,1.0,2.0,492.0,103.0,1940.0,Hobsons Bay,Western,Jun,Q2
4309,9984,2,u,570000.0,2017-06-24,1.8,2.0,2.0,1.0,1223.0,81.0,2011.0,Melbourne,Northern,Jun,Q2
4310,9992,4,h,1075000.0,2017-06-24,15.4,4.0,2.0,2.0,697.0,216.0,1970.0,Whitehorse,Eastern,Jun,Q2
4311,9994,4,h,1071888.0,2017-06-24,11.2,4.0,2.0,4.0,553.0,190.0,2001.0,Moreland,Northern,Jun,Q2
4312,9995,2,t,560000.0,2017-06-24,11.2,2.0,1.0,1.0,132.0,73.0,2014.0,Moreland,Northern,Jun,Q2
4313,9996,5,h,1750000.0,2017-06-24,12.3,5.0,2.0,2.0,546.0,313.0,1935.0,Monash,Southern,Jun,Q2
4314,9997,3,h,1210000.0,2017-06-24,12.3,3.0,1.0,2.0,700.0,115.0,1960.0,Monash,Southern,Jun,Q2
4316,10008,2,h,740000.0,2017-06-24,8.5,2.0,1.0,1.0,487.0,88.0,1940.0,Moreland,Northern,Jun,Q2
4317,10013,3,h,1242000.0,2017-06-24,8.4,3.0,2.0,3.0,468.0,135.5,1940.0,Darebin,Northern,Jun,Q2
4318,10018,5,h,1350000.0,2017-06-24,8.4,5.0,3.0,4.0,525.0,266.76,2014.0,Darebin,Northern,Jun,Q2
4319,10019,3,h,1020000.0,2017-06-24,8.4,3.0,3.0,2.0,158.0,159.0,2008.0,Darebin,Northern,Jun,Q2
4320,10022,5,h,912000.0,2017-06-24,12.0,5.0,3.0,4.0,890.0,203.0,1960.0,Darebin,Northern,Jun,Q2
4321,10023,3,h,685000.0,2017-06-24,12.0,3.0,1.0,3.0,494.0,102.0,1960.0,Darebin,Northern,Jun,Q2
4322,10028,2,u,890500.0,2017-06-24,2.4,2.0,2.0,2.0,180.0,123.0,1940.0,Yarra,Northern,Jun,Q2
4324,10036,3,h,750000.0,2017-06-24,19.9,3.0,1.0,1.0,446.0,114.0,1955.0,Maroondah,Eastern,Jun,Q2
4327,10040,4,h,1770000.0,2017-06-24,15.2,4.0,2.0,2.0,463.0,233.0,1998.0,Bayside,Southern,Jun,Q2
4329,10044,3,h,1085000.0,2017-06-24,5.1,3.0,1.0,1.0,297.0,211.0,1920.0,Maribyrnong,Western,Jun,Q2
4330,10058,4,h,780000.0,2017-06-24,10.5,4.0,2.0,2.0,696.0,199.0,1999.0,Brimbank,Western,Jun,Q2
4331,10060,5,h,2000000.0,2017-06-24,10.2,5.0,3.0,2.0,735.0,286.0,1945.0,Whitehorse,Southern,Jun,Q2
4332,10063,4,h,1450000.0,2017-06-24,15.5,4.0,2.0,2.0,883.0,300.0,2005.0,Manningham,Eastern,Jun,Q2
4333,10064,4,h,1860000.0,2017-06-24,15.5,4.0,3.0,3.0,682.0,315.0,1995.0,Manningham,Eastern,Jun,Q2
4334,10069,3,h,651000.0,2017-06-24,15.3,3.0,1.0,2.0,555.0,135.0,1970.0,Whittlesea,Northern,Jun,Q2
4335,10071,3,h,1250000.0,2017-06-24,7.0,3.0,1.0,2.0,695.0,133.0,1960.0,Darebin,Northern,Jun,Q2
4336,10077,4,h,1235000.0,2017-06-24,17.2,4.0,2.0,4.0,624.0,161.0,1960.0,Whitehorse,Eastern,Jun,Q2
4337,10081,4,h,1290000.0,2017-06-24,17.2,4.0,2.0,2.0,407.0,300.0,2003.0,Whitehorse,Eastern,Jun,Q2
4338,10085,6,h,1180000.0,2017-06-24,14.7,6.0,2.0,2.0,453.0,305.0,2001.0,Knox,Eastern,Jun,Q2
4339,10090,2,h,957500.0,2017-06-24,4.6,2.0,1.0,1.0,136.0,58.0,1892.0,Stonnington,Southern,Jun,Q2
4340,10091,3,h,2080000.0,2017-06-24,4.6,3.0,2.0,2.0,754.0,177.8,1905.0,Stonnington,Southern,Jun,Q2
4341,10092,3,h,852000.0,2017-06-24,12.7,3.0,2.0,2.0,629.0,139.4,1990.0,Banyule,Northern,Jun,Q2
4342,10094,3,h,1402500.0,2017-05-27,3.0,3.0,1.0,1.0,270.0,101.0,1960.0,Yarra,Northern,May,Q2
4343,10095,5,h,2905000.0,2017-05-27,7.5,5.0,3.0,2.0,557.0,364.0,2010.0,Moonee Valley,Western,May,Q2
4344,10096,2,h,650000.0,2017-05-27,10.4,2.0,1.0,3.0,374.0,96.0,1950.0,Moonee Valley,Western,May,Q2
4345,10097,3,t,856000.0,2017-05-27,10.4,3.0,2.0,1.0,300.0,212.0,2011.0,Moonee Valley,Western,May,Q2
4346,10098,3,h,1505000.0,2017-05-27,3.0,3.0,1.0,1.0,149.0,109.0,1890.0,Port Phillip,Southern,May,Q2
4347,10100,3,u,600000.0,2017-05-27,10.5,3.0,2.0,2.0,247.0,127.0,2013.0,Brimbank,Western,May,Q2
4348,10102,3,h,1005000.0,2017-05-27,11.0,3.0,1.0,4.0,575.0,112.0,1960.0,Hobsons Bay,Western,May,Q2
4349,10103,2,u,410000.0,2017-05-27,6.3,2.0,1.0,0.0,1097.0,63.0,1967.0,Stonnington,Southern,May,Q2
4350,10106,3,h,1530000.0,2017-05-27,4.3,3.0,2.0,1.0,257.0,162.0,1915.0,Moonee Valley,Western,May,Q2
4351,10109,3,h,1082000.0,2017-05-27,4.3,3.0,2.0,2.0,254.0,120.0,2000.0,Moonee Valley,Western,May,Q2
4352,10115,2,u,725000.0,2017-05-27,7.9,2.0,1.0,1.0,136.0,76.0,1975.0,Boroondara,Southern,May,Q2
4353,10116,2,u,602000.0,2017-05-27,7.9,2.0,1.0,1.0,1129.0,72.0,1960.0,Boroondara,Southern,May,Q2
4354,10118,3,h,1300000.0,2017-05-27,9.7,3.0,2.0,2.0,975.0,147.0,1985.0,Boroondara,Southern,May,Q2
4355,10121,5,h,1940000.0,2017-05-27,9.7,5.0,2.0,1.0,629.0,140.0,1940.0,Boroondara,Southern,May,Q2
4356,10122,3,h,1590000.0,2017-05-27,9.7,3.0,1.0,1.0,697.0,128.0,1955.0,Boroondara,Southern,May,Q2
4357,10125,4,h,705000.0,2017-05-27,23.2,4.0,2.0,4.0,765.0,141.0,1975.0,Knox,Eastern,May,Q2
4358,10126,4,h,2200000.0,2017-05-27,17.3,4.0,3.0,2.0,704.0,318.0,2014.0,Bayside,Southern,May,Q2
4359,10130,4,h,1479000.0,2017-05-27,11.4,4.0,2.0,2.0,603.0,148.0,1920.0,Glen Eira,Southern,May,Q2
4360,10134,4,h,1655000.0,2017-05-27,13.8,4.0,2.0,5.0,612.0,363.0,2003.0,Glen Eira,Southern,May,Q2
4361,10135,3,h,1430000.0,2017-05-27,13.8,3.0,2.0,2.0,614.0,197.0,1950.0,Glen Eira,Southern,May,Q2
4363,10139,3,u,1080000.0,2017-05-27,17.3,3.0,2.0,2.0,328.0,144.0,1980.0,Bayside,Southern,May,Q2
4364,10148,3,h,1750800.0,2017-05-27,10.3,3.0,4.0,2.0,424.0,201.0,2012.0,Bayside,Southern,May,Q2
4365,10150,4,h,1605000.0,2017-05-27,10.3,4.0,1.0,2.0,606.0,163.0,1948.0,Bayside,Southern,May,Q2
4366,10151,2,h,1035000.0,2017-05-27,10.3,2.0,1.0,1.0,542.0,65.0,1985.0,Bayside,Southern,May,Q2
4367,10152,3,h,505000.0,2017-05-27,14.0,3.0,1.0,1.0,546.0,109.0,2000.0,Hume,Northern,May,Q2
4368,10153,3,t,663000.0,2017-05-27,6.4,3.0,2.0,2.0,244.0,129.0,2010.0,Hobsons Bay,Western,May,Q2
4369,10154,2,h,860000.0,2017-05-27,5.2,2.0,1.0,1.0,245.0,106.0,1890.0,Moreland,Northern,May,Q2
4370,10159,5,h,2545000.0,2017-05-27,5.2,5.0,3.0,4.0,957.0,320.0,1995.0,Moreland,Northern,May,Q2
4371,10160,3,h,1405000.0,2017-05-27,5.2,3.0,2.0,2.0,401.0,167.0,1920.0,Moreland,Northern,May,Q2
4372,10161,2,u,460000.0,2017-05-27,5.2,2.0,1.0,1.0,69.0,52.0,1970.0,Moreland,Northern,May,Q2
4373,10162,4,h,1210000.0,2017-05-27,4.0,4.0,2.0,2.0,425.0,140.0,1920.0,Moreland,Northern,May,Q2
4374,10165,2,u,460000.0,2017-05-27,5.2,2.0,1.0,1.0,54.0,60.0,1970.0,Moreland,Northern,May,Q2
4375,10167,5,h,1075000.0,2017-05-27,5.2,5.0,1.0,1.0,441.0,202.0,1940.0,Moreland,Northern,May,Q2
4376,10171,4,h,880000.0,2017-05-27,12.1,4.0,2.0,2.0,520.0,261.0,2004.0,Whittlesea,Northern,May,Q2
4378,10173,3,h,1837500.0,2017-05-27,2.4,3.0,2.0,1.0,93.0,164.0,2014.0,Yarra,Northern,May,Q2
4379,10174,3,h,593000.0,2017-05-27,14.8,4.0,2.0,2.0,480.0,195.0,2007.0,Melton,Western,May,Q2
4380,10177,7,h,1642000.0,2017-05-27,10.4,7.0,4.0,2.0,765.0,146.0,1950.0,Whitehorse,Southern,May,Q2
4381,10179,3,t,780000.0,2017-05-27,14.7,3.0,2.0,2.0,306.0,138.0,1999.0,Whitehorse,Eastern,May,Q2
4382,10182,3,h,1290000.0,2017-05-27,7.7,3.0,2.0,2.0,321.0,195.0964,1997.0,Boroondara,Southern,May,Q2
4383,10183,3,h,1930000.0,2017-05-27,8.4,3.0,2.0,1.0,359.0,119.0,1910.0,Boroondara,Southern,May,Q2
4384,10184,4,h,2408000.0,2017-05-27,8.4,4.0,2.0,2.0,654.0,221.0,1945.0,Boroondara,Southern,May,Q2
4385,10185,4,h,4750000.0,2017-05-27,8.4,4.0,3.0,2.0,967.0,470.0,1996.0,Boroondara,Southern,May,Q2
4386,10190,3,h,1450000.0,2017-05-27,10.1,3.0,2.0,2.0,621.0,167.0,1940.0,Glen Eira,Southern,May,Q2
4389,10194,2,h,1417500.0,2017-05-27,7.8,2.0,1.0,2.0,307.0,103.0,1900.0,Glen Eira,Southern,May,Q2
4390,10196,2,h,510000.0,2017-05-27,11.7,2.0,1.0,2.0,897.0,66.0,1970.0,Monash,Southern,May,Q2
4391,10198,2,u,601000.0,2017-05-27,17.9,2.0,1.0,1.0,1078.0,94.0,1972.0,Kingston,Southern,May,Q2
4392,10199,3,h,1145000.0,2017-05-27,17.9,3.0,1.0,2.0,584.0,112.0,1950.0,Kingston,Southern,May,Q2
4395,10204,3,h,1460000.0,2017-05-27,3.6,3.0,1.0,0.0,192.0,85.0,1900.0,Yarra,Northern,May,Q2
4396,10208,3,h,865000.0,2017-05-27,6.7,3.0,2.0,2.0,677.0,110.0,1960.0,Moreland,Northern,May,Q2
4398,10210,2,h,1135000.0,2017-05-27,2.0,2.0,1.0,0.0,144.0,80.0,1880.0,Yarra,Northern,May,Q2
4399,10211,2,h,900000.0,2017-05-27,2.0,2.0,1.0,0.0,139.0,78.0,1890.0,Yarra,Northern,May,Q2
4400,10213,3,h,499000.0,2017-05-27,20.6,3.0,2.0,0.0,598.0,158.0,1990.0,Hume,Northern,May,Q2
4401,10214,6,h,506000.0,2017-05-27,20.6,6.0,2.0,2.0,655.0,202.0,1997.0,Hume,Northern,May,Q2
4402,10215,3,h,430000.0,2017-05-27,20.6,3.0,2.0,1.0,280.0,127.0,2010.0,Hume,Northern,May,Q2
4403,10216,3,t,420000.0,2017-05-27,20.6,3.0,2.0,2.0,219.0,175.0,2010.0,Hume,Northern,May,Q2
4404,10220,3,h,637000.0,2017-05-27,23.0,3.0,1.0,2.0,455.0,156.0,1960.0,Maroondah,Eastern,May,Q2
4405,10221,4,h,905000.0,2017-05-27,23.0,4.0,2.0,2.0,731.0,178.0,1985.0,Maroondah,Eastern,May,Q2
4406,10222,4,h,835000.0,2017-05-27,23.0,4.0,1.0,2.0,1717.0,153.0,1950.0,Maroondah,Eastern,May,Q2
4407,10228,4,h,610000.0,2017-05-27,14.7,4.0,2.0,2.0,528.0,210.0,2010.0,Brimbank,Western,May,Q2
4409,10235,3,u,871000.0,2017-05-27,14.3,3.0,2.0,2.0,195.0,142.0,2010.0,Manningham,Eastern,May,Q2
4410,10236,3,h,1451000.0,2017-05-27,14.3,3.0,2.0,2.0,695.0,130.52,1960.0,Manningham,Eastern,May,Q2
4411,10237,3,h,1385000.0,2017-05-27,14.3,3.0,2.0,3.0,654.0,149.0,1966.0,Manningham,Eastern,May,Q2
4412,10238,3,h,1360000.0,2017-05-27,14.3,3.0,2.0,2.0,402.0,200.0,2007.0,Manningham,Eastern,May,Q2
4415,10244,6,h,855000.0,2017-05-27,18.0,6.0,3.0,3.0,804.0,214.0,1980.0,Nillumbik,Eastern,May,Q2
4416,10245,3,h,855000.0,2017-05-27,18.0,3.0,1.0,1.0,654.0,104.0,1985.0,Nillumbik,Eastern,May,Q2
4417,10246,4,h,895000.0,2017-05-27,18.0,4.0,3.0,2.0,792.0,233.0,1995.0,Nillumbik,Eastern,May,Q2
4418,10248,2,u,902000.0,2017-05-27,7.2,2.0,1.0,0.0,702.0,86.0,1940.0,Port Phillip,Southern,May,Q2
4419,10249,2,h,1410000.0,2017-05-27,7.2,2.0,1.0,1.0,249.0,117.0,1930.0,Port Phillip,Southern,May,Q2
4420,10251,3,t,1360000.0,2017-05-27,7.2,3.0,2.0,2.0,797.0,175.0,1997.0,Port Phillip,Southern,May,Q2
4421,10252,3,h,500000.0,2017-05-27,19.6,3.0,2.0,2.0,553.0,117.0,1975.0,Whittlesea,Northern,May,Q2
4422,10253,3,h,573000.0,2017-05-27,19.6,3.0,2.0,2.0,637.0,125.0,1990.0,Whittlesea,Northern,May,Q2
4424,10256,3,h,465000.0,2017-05-27,19.6,3.0,2.0,1.0,606.0,111.04,2005.0,Whittlesea,Northern,May,Q2
4425,10257,4,h,545000.0,2017-05-27,19.6,4.0,2.0,2.0,635.0,157.0,1985.0,Whittlesea,Northern,May,Q2
4426,10259,2,h,1980000.0,2017-05-27,7.5,2.0,1.0,6.0,856.0,105.0,1950.0,Moonee Valley,Western,May,Q2
4427,10260,3,t,830000.0,2017-05-27,7.5,3.0,2.0,1.0,176.0,134.0,2011.0,Moonee Valley,Western,May,Q2
4428,10261,3,h,886000.0,2017-05-27,7.5,3.0,2.0,1.0,173.0,107.0,2007.0,Moonee Valley,Western,May,Q2
4429,10264,2,u,445000.0,2017-05-27,8.2,2.0,1.0,1.0,92.0,63.4,1970.0,Moonee Valley,Western,May,Q2
4430,10265,3,h,1050000.0,2017-05-27,7.5,3.0,3.0,1.0,846.0,187.0,1940.0,Moonee Valley,Western,May,Q2
4431,10267,4,h,800000.0,2017-05-27,13.1,4.0,2.0,4.0,625.0,140.0,1960.0,Moreland,Northern,May,Q2
4432,10269,2,h,786000.0,2017-05-27,13.1,2.0,1.0,4.0,687.0,94.0,1960.0,Moreland,Northern,May,Q2
4433,10272,2,u,617000.0,2017-05-27,24.8,2.0,2.0,1.0,306.0,120.0,2011.0,Knox,Eastern,May,Q2
4434,10276,2,h,990000.0,2017-05-27,3.4,2.0,1.0,1.0,180.0,82.0,1900.0,Moonee Valley,Northern,May,Q2
4435,10278,2,t,455000.0,2017-05-27,5.1,2.0,1.0,1.0,43.0,86.0,2010.0,Maribyrnong,Western,May,Q2
4436,10279,2,h,680000.0,2017-05-27,15.4,2.0,1.0,1.0,189.0,73.0,2001.0,Whitehorse,Eastern,May,Q2
